business_name,industry,address,city,state,zip,phone_number,website,google_rating,total_reviews,place_id,latitude,longitude,created_at
Commit Fitness – Personal Training & Gym in LoHi Denver,gyms,"2902 Zuni St, Denver, CO 80211, USA",Denver,CO,80211,(303) 827-9828,http://commitfitnessco.com/,5.0,48,ChIJycVib-V5bIcR_e_PIVCd4ag,39.758661599999996,-105.01551699999999,2026-02-12T13:52:24.861926+00:00
Coors Fitness Center,gyms,"2201 E Asbury Ave, Denver, CO 80208, USA",Denver,CO,80208,(303) 871-3845,http://ritchiecenter.du.edu/,4.2,32,ChIJC3genGp-bIcRtwCO_cM5HXg,39.681463799999996,-104.96186709999999,2026-02-12T13:52:27.394748+00:00
Denver Barbell Club,gyms,"3821 Steele St Ste 1302, Denver, CO 80205, USA",Denver,CO,80205,(720) 551-8005,http://www.denverbarbellclub.com/,5.0,73,ChIJvxZS2QR5bIcRX1oxKs7BPcw,39.7699651,-104.95289509999999,2026-02-12T13:52:24.927312+00:00
Denver Gym & Fitness,gyms,"Gym and Fitness, 636 S Broadway, Denver, CO 80209, USA",Denver,CO,80209,(720) 249-4896,http://www.denvergymandfitness.com/,4.7,204,ChIJNXdf9-J-bIcREbGWkVwJm54,39.705038699999996,-104.9871208,2026-02-12T13:52:22.019463+00:00
EGYM Fitness Denver,gyms,"1920 17th St Suite B, Denver, CO 80202, USA",Denver,CO,80202,(303) 800-1692,https://us.egymfitness.com/en-us/denver,5.0,23,ChIJK6h4cy95bIcRCFUvH54ldcY,39.7541498,-105.00182129999999,2026-02-12T13:52:22.035721+00:00
Endorphin City Park,gyms,"3170 E Colfax Ave, Denver, CO 80206, USA",Denver,CO,80206,(303) 993-4041,http://myendorphin.com/,4.8,143,ChIJV8ozm61-bIcRJiUZr-z9DXE,39.740002,-104.9499058,2026-02-12T13:52:24.910141+00:00
Fit Collective Denver,gyms,"3857 Steele St #1182, Denver, CO 80205, USA",Denver,CO,80205,(720) 696-0337,http://www.fitcollectivedenver.com/,5.0,168,ChIJ7VMrjIl5bIcRql-DqzsH4Ng,39.770813499999996,-104.95815979999999,2026-02-12T13:52:24.845393+00:00
Fit House Denver,gyms,"888 S Jason St, Denver, CO 80223, USA",Denver,CO,80223,(720) 456-7450,https://www.fithousedenver.com/,5.0,139,ChIJdzKr4VR_bIcR7PtfS0h9vlo,39.700642800000004,-104.99820770000001,2026-02-12T13:52:22.081864+00:00
Fitness in the City - FITC Denver,gyms,"1212 Delaware St, Denver, CO 80204, USA",Denver,CO,80204,(720) 263-6129,http://www.fitcdenver.com/,4.9,124,ChIJ-R40kix_bIcRg2R_lpXz0Bc,39.735650400000004,-104.99241339999999,2026-02-12T13:52:22.011073+00:00
Gravity Haus Denver ClubHaus,gyms,"1644 Platte St, Denver, CO 80202, USA",Denver,CO,80202,(844) 733-3322,https://gravityhaus.com/locations/gravity-haus-denver/,4.4,37,ChIJlZEYsLV5bIcR2A2EluHa7KI,39.7577752,-105.0072228,2026-02-12T13:52:27.526697+00:00
Green Door Fitness,gyms,"2404 E Colfax Ave, Denver, CO 80206, USA",Denver,CO,80206,(720) 541-7163,https://greendoorfitness.com/,4.9,136,ChIJORr177R-bIcRh-kEOiHhS5g,39.7399013,-104.9586514,2026-02-12T13:52:24.880295+00:00
Koru Movement Denver,gyms,"1025 Acoma St, Denver, CO 80204, USA",Denver,CO,80204,(720) 255-5391,http://korumovementdenver.com/,5.0,24,ChIJR2W1RhN_bIcRFJNEOjojQmU,39.732613199999996,-104.98914119999999,2026-02-12T13:52:27.418906+00:00
Lagree Luxe Golden Triangle,gyms,"1255A Delaware St, Denver, CO 80204, USA",Denver,CO,80204,(720) 260-4338,https://lagreeluxe.com/,4.9,255,ChIJnW5h8kx_bIcRQU5blSP_FPc,39.736272199999995,-104.99321259999999,2026-02-12T13:52:22.111946+00:00
Life Time,gyms,"500 S Cherry St, Denver, CO 80246, USA",Denver,CO,80246,(720) 572-8600,https://www.lifetime.life/locations/co/cherry-creek.html?utm_source=google&utm_medium=local&utm_campaign=google-local-club,3.6,252,ChIJ5-93OXh9bIcRyGoMhWLignA,39.706853699999996,-104.9324267,2026-02-12T13:52:24.827097+00:00
Life Time,gyms,"3501 Clear Creek Dr, Lakewood, CO 80401, USA",Lakewood,CO,80401,(303) 357-7900,https://www.lifetime.life/locations/co/denver-west.html?utm_source=google&utm_medium=paid_search&utm_audience=brand&utm_content=joinwaitlist&utm_campaign=nco-dvw-brand&utm_source=google&utm_medium=paid_search&utm_audience=brand&utm_content=joinwaitlist&utm_campaign=nco-dvw-brand&gad_source=1,4.0,145,ChIJc4wpeACFa4cRgkL8nvuZu_I,39.7663215,-105.1469111,2026-02-12T13:52:27.459581+00:00
LoHi Athletic Club,gyms,"2010 W 30th Ave, Denver, CO 80211, USA",Denver,CO,80211,(303) 761-5644,http://www.lohiathleticclub.com/,4.5,113,ChIJVVVVVQmAbIcRsKQryzZG4Fg,39.7595144,-105.01130429999999,2026-02-12T13:52:22.096413+00:00
Muscle + Mindset,gyms,"110 Yuma St Unit 2, Denver, CO 80223, USA",Denver,CO,80223,(720) 445-5792,http://www.muscleandmindset.com/,4.8,56,ChIJG4AtDHt_bIcR04vqNQ7XJbI,39.718587,-105.01481520000002,2026-02-12T13:52:27.488964+00:00
Orangetheory Fitness,gyms,"450 E 17th Ave #128, Denver, CO 80203, USA",Denver,CO,80203,(720) 442-8532,https://www.orangetheory.com/en-us/locations/denver-colorado-0559?utm_medium=seo&utm_source=gg&utm_term=corporate&utm_campaign=soci,4.5,167,ChIJuZNwwSt5bIcR2zb1owenpJQ,39.7429438,-104.98150969999999,2026-02-12T13:52:27.534421+00:00
Pearl Street Fitness,gyms,"1107 S Pearl St, Denver, CO 80210, USA",Denver,CO,80210,(720) 441-5204,https://www.pearlstreetfitness.com/,5.0,210,ChIJAbQTnL5-bIcR9KFDz4tGSvc,39.6964636,-104.98057279999999,2026-02-12T13:52:24.898014+00:00
Perseverance,gyms,"3030 N Downing St, Denver, CO 80205, USA",Denver,CO,80205,(720) 643-3112,http://www.mybbp.com/,5.0,285,ChIJUzoKLSp5bIcR5aA2ngfBIXU,39.760090999999996,-104.973016,2026-02-12T13:52:24.810385+00:00
Planet Fitness,gyms,"815 16th St, Denver, CO 80202, USA",Denver,CO,80202,(303) 569-7759,https://www.planetfitness.com/gyms/denver-downtown-co?utm_medium=organic&utm_source=extnet,4.3,632,ChIJfQWNlNB4bIcRP7PchMaJuRQ,39.746265,-104.9932381,2026-02-12T13:52:22.104405+00:00
Platform Strength,gyms,"3198 Blake St Unit 100, Denver, CO 80205, USA",Denver,CO,80205,(720) 386-1355,http://www.platformstrength.com/,4.6,48,ChIJFRh81pN5bIcREx9BcmKfRj8,39.7652164,-104.9800088,2026-02-12T13:52:24.819039+00:00
Project 13 Gyms,gyms,"975 Lincoln St unit l, Denver, CO 80203, USA",Denver,CO,80203,(720) 706-6243,http://www.project13gymsdenver.com/,5.0,47,ChIJK6LYcaZ_bIcRd8qszO99zvY,39.7317458,-104.98645119999999,2026-02-12T13:52:22.073224+00:00
Proper Fitness,gyms,"923 W 9th Ave, Denver, CO 80204, USA",Denver,CO,80204,(720) 634-4075,https://www.properfitnessco.com/,5.0,19,ChIJ_wGRw7d_bIcRWrH4McL2pjE,39.7306721,-104.9990131,2026-02-12T13:52:22.139948+00:00
Push Gym,gyms,"38 E 5th Ave, Denver, CO 80203, USA",Denver,CO,80203,(303) 903-8174,https://pushgym.com/,5.0,139,ChIJOSGMRCd_bIcR5gk2wx5u4eo,39.7239837,-104.98672479999999,2026-02-12T13:52:27.372757+00:00
Pvolve Denver,gyms,"1610 Little Raven St # 115, Denver, CO 80202, USA",Denver,CO,80202,(303) 381-1389,https://app.pvolve.com/locations/lower-highlands,4.9,34,ChIJ2bNDX0F5bIcRfKBIacTl0Xw,39.7550197,-105.0042955,2026-02-12T13:52:24.872525+00:00
River Front Athletic Club,gyms,"1700 Bassett St #100, Denver, CO 80202, USA",Denver,CO,80202,(720) 946-3113,https://www.mindbodyonline.com/explore/locations/riverfront-athletic-club,3.5,23,ChIJ65xFAep4bIcR7EfcvpWLyg4,39.7563782,-105.00368700000001,2026-02-12T13:52:24.888881+00:00
Rock Fitness powered by Inward Fitness,gyms,"1601 19th St #300, Denver, CO 80202, USA",Denver,CO,80202,(303) 313-6098,https://inward-fitness.com/locations/rock-fitness-denver/,4.8,24,ChIJHUaTWZB5bIcRjQyBpK9eHCI,39.7544763,-104.996736,2026-02-12T13:52:24.919232+00:00
Rocky Mountain Flex Fitness,gyms,"900 W 1st Ave #150, Denver, CO 80223, USA",Denver,CO,80223,(720) 550-6347,https://rmflex.com/,4.9,179,ChIJU6KrDz1_bIcR71jJm27APSs,39.7175288,-104.9989135,2026-02-12T13:52:22.047675+00:00
Rude Recreation Center,gyms,"2855 W Holden Pl, Denver, CO 80204, USA",Denver,CO,80204,(720) 865-0570,https://www.denvergov.org/Government/Agencies-Departments-Offices/Parks-Recreation/Recreation-Centers-Pools/Recreation-Centers/Rude-Recreation-Center,4.5,299,ChIJ29EPtaF5bIcR81vgJ3rR4dA,39.7363237,-105.02315449999999,2026-02-12T13:52:27.472077+00:00
Sudler Athletic Club,gyms,"1576 Sherman St #300, Denver, CO 80203, USA",Denver,CO,80203,(720) 897-3770,https://www.sudlerathleticclub.com/,4.1,9,ChIJrVszGgB5bIcRLF9706qFbrM,39.741487299999996,-104.984489,2026-02-12T13:52:24.757888+00:00
Summit Strong,gyms,"925 Lincoln St, Denver, CO 80203, USA",Denver,CO,80203,(720) 328-3897,http://www.summitstrong.com/,4.4,218,ChIJu2pXICh_bIcRYsSmFLkPApI,39.7312444,-104.98662180000001,2026-02-12T13:52:22.027124+00:00
Superset,gyms,"430 N Broadway, Denver, CO 80203, USA",Denver,CO,80203,(720) 730-2617,http://superset.fit/,5.0,45,ChIJsU4IyeR_bIcRcK-xeZfJLIc,39.7232743,-104.987308,2026-02-12T13:52:22.118902+00:00
THE Athletic Club,gyms,"1849 Curtis Street, Denver, CO 80202, USA",Denver,CO,80202,(303) 214-4312,https://theathleticclub.com/,4.9,413,ChIJmzqNvsF5bIcREsNggCEIlgI,39.7495072,-104.99188199999999,2026-02-12T13:52:21.991061+00:00
The Denver Athletic Club,gyms,"1325 Glenarm Pl, Denver, CO 80204, USA",Denver,CO,80204,(303) 534-1211,https://www.denverathleticclub.cc/,4.4,452,ChIJLRP7z9N4bIcRT6PfN5O1xMo,39.7416927,-104.99367919999999,2026-02-12T13:52:22.057011+00:00
The FIIT co.,gyms,"2110 Market St, Denver, CO 80205, USA",Denver,CO,80205,(303) 710-6762,https://thefiitco.com/,4.9,236,ChIJLUjSKNx4bIcRKFQVBJg0U-4,39.7547099,-104.99182359999999,2026-02-12T13:52:22.065321+00:00
The Fitness LAB,gyms,"3448 Brighton Blvd, Denver, CO 80216, USA",Denver,CO,80216,(720) 729-2287,https://fitnesslabco.com/location/physical-therapy-rino-downtown-denver/,4.7,47,ChIJUz8ZE7d5bIcR2YPdMqwrrMY,39.769913599999995,-104.97895899999999,2026-02-12T13:52:27.441562+00:00
The Gym Colorado,gyms,"10155 E 29th Dr Ste 130, Denver, CO 80238, USA",Denver,CO,80238,(720) 936-9142,https://www.thegymcolorado.com/,5.0,48,ChIJPagv5uJ7bIcR7OX2gcUEg6E,39.7597631,-104.86914279999999,2026-02-12T13:52:24.786081+00:00
The Incline Fitness Studio,gyms,"975 Lincoln St Suite 201, Denver, CO 80203, USA",Denver,CO,80203,,https://incline-fitness.com/,4.9,17,ChIJB8cxBjh_bIcRhRnE4nNsXF0,39.7316597,-104.98646149999999,2026-02-12T13:52:22.147706+00:00
The Oxford Club & Spa,gyms,"1616 17th St #100, Denver, CO 80202, USA",Denver,CO,80202,(303) 628-5435,https://www.theoxfordhotel.com/club-spa,4.4,152,ChIJxU1rbsN4bIcRAs_rKNmJNrw,39.752438399999996,-104.9994837,2026-02-12T13:52:27.481081+00:00
Transform Colorado,gyms,"1840 15th St, Denver, CO 80202, USA",Denver,CO,80202,(720) 379-7788,http://www.transformcolorado.com/,4.5,225,ChIJXRVvXMF4bIcRC6uira28L1I,39.7519151,-105.0036559,2026-02-12T13:52:24.853951+00:00
Twentieth Street Recreation Center,gyms,"1011 20th St, Denver, CO 80202, USA",Denver,CO,80202,(720) 865-0520,https://www.denvergov.org/Government/Agencies-Departments-Offices/Parks-Recreation/Recreation-Centers-Pools/Recreation-Centers/Twentieth-Street-Recreation-Center,4.6,152,ChIJxaJOE9l4bIcRUSRAJRAifZU,39.751221099999995,-104.9901282,2026-02-12T13:52:27.496921+00:00
VASA Fitness,gyms,"1955 S Sheridan Blvd, Denver, CO 80227, USA",Denver,CO,80227,(303) 985-8272,https://vasafitness.com/locations/co/denver-jewell-sheridan/?utm_medium=organic&utm_source=GMBlisting&utm_campaign=maps,4.0,2697,ChIJq6UxgmeAa4cRWjBWdsBseTI,39.6809793,-105.0551928,2026-02-12T13:52:27.385337+00:00
VIBE Gym and Wellness Collective,gyms,"4045 N Pecos St Suite 160, Denver, CO 80211, USA",Denver,CO,80211,,http://www.vibegymandwellness.com/,4.6,147,ChIJPwwcdkR5bIcRD-6k2JW1e8c,39.7727436,-105.00701199999999,2026-02-12T13:52:24.835597+00:00
Worth The Fight Boxing & Fitness Studio,gyms,"1999 Pennsylvania St, Denver, CO 80203, USA",Denver,CO,80203,(303) 720-6071,https://wtfboxing.com/,4.9,175,ChIJbxtyvnt5bIcRXbtCkGskW3c,39.7473422,-104.9812784,2026-02-12T13:52:27.435407+00:00
AdventHealth Avista,hospitals,"100 Health Park Dr, Louisville, CO 80027, USA",Louisville,CO,80027,(303) 673-1000,https://www.adventhealth.com/hospital/adventhealth-avista,4.6,1344,ChIJU9fEl8mMa4cRCnovOQv0-FU,39.951520599999995,-105.15137720000001,2026-02-12T13:52:11.107762+00:00
AdventHealth Porter,hospitals,"2525 S Downing St, Denver, CO 80210, USA",Denver,CO,80210,(303) 778-1955,https://www.adventhealth.com/hospital/adventhealth-porter,4.4,1838,ChIJvciNETB-bIcRpdUj7A5eiOU,39.670153299999996,-104.9754693,2026-02-12T13:52:08.043942+00:00
Ascent Family Medicine,hospitals,"4500 E 9th Ave #320, Denver, CO 80220, USA",Denver,CO,80220,(303) 322-0212,https://www.optum.com/locations-nav/locations/co/ascent-family-medicine-4500-e-9th-ave-ste-320-denver-co-80220/DMC44717086.html,4.1,440,ChIJR89E6St8bIcRhFCDRdrJ_gk,39.730768999999995,-104.9344401,2026-02-12T13:52:13.909862+00:00
Children's Hospital Colorado,hospitals,"1830 Franklin St, Denver, CO 80218, USA",Denver,CO,80218,(720) 777-1360,https://www.childrenscolorado.org/,3.7,6,ChIJO23lADR5bIcRDrkIRtwoWDs,39.74554690000001,-104.96794899999999,2026-02-12T13:52:11.183833+00:00
"Children's Hospital Colorado Anschutz Medical Campus, Aurora",hospitals,"13123 E 16th Ave, Aurora, CO 80045, USA",Aurora,CO,80045,(720) 777-1234,https://www.childrenscolorado.org/locations/anschutz-medical-campus-aurora/?slid=org_soc&utm_source=google&utm_medium=extlist&utm_campaign=locations&utm_id=chcamc,4.5,6249,ChIJsxqmx0hjbIcRsoPVGl6ZePc,39.7422495,-104.83493109999999,2026-02-12T13:52:11.092699+00:00
Cohen Medical Centers,hospitals,"276 Galapago St, Denver, CO 80223, USA",Denver,CO,80223,(303) 892-6436,http://www.cohenmedicalcenters.com/,4.3,133,ChIJ3UgDRyN_bIcRNkTb6YbTR0k,39.7207808,-104.9961288,2026-02-12T13:52:13.924040+00:00
Colorado Acute Long Term Hospital,hospitals,"1690 N Meade St, Denver, CO 80204, USA",Denver,CO,80204,(303) 264-6900,https://pamhealth.com/facilities/find-facility/specialty-hospitals/PAM-Specialty-Hospital-of-Denver,3.1,40,ChIJuYLhSliHa4cRfMScDtx5JYA,39.743542,-105.035118,2026-02-12T13:52:08.064940+00:00
CommonSpirit St. Anthony Hospital,hospitals,"11600 W 2nd Pl, Lakewood, CO 80228, USA",Lakewood,CO,80228,(720) 321-0000,https://www.mountain.commonspirit.org/location/st-anthony-hospital,3.8,1516,ChIJKS579_6Da4cRkKSvWvbT4VQ,39.7163135,-105.1293633,2026-02-12T13:52:08.079343+00:00
Craig Hospital,hospitals,"3425 S Clarkson St, Englewood, CO 80113, USA",Englewood,CO,80113,(303) 789-8000,https://craighospital.org/,4.4,130,ChIJMwMX7IOAbIcRXp-UEjxHE_w,39.6542457,-104.9787712,2026-02-12T13:52:13.873714+00:00
"Denver Endocrinology, Diabetes and Thyroid Center, PC",hospitals,"799 E Hampden Ave #525, Englewood, CO 80113, USA",Englewood,CO,80113,(303) 321-2644,http://www.denverendocenter.com/,4.8,744,ChIJeTJ2q4aAbIcRJkZ7s4Irp5o,39.6534416,-104.9786843,2026-02-12T13:52:13.917200+00:00
Denver Health,hospitals,"777 Bannock St, Denver, CO 80204, USA",Denver,CO,80204,(303) 436-6000,http://www.denverhealth.org/?utm_medium=local_listing&utm_source=network&utm_campaign=brand,3.9,3150,ChIJi9fyDiZ_bIcRC5Hrl4rHmm0,39.728200799999996,-104.99098529999999,2026-02-12T13:52:08.004859+00:00
Denver Health Cardiology,hospitals,"660 Bannock St Suite 5635, Denver, CO 80204, USA",Denver,CO,80204,(303) 602-3899,http://www.denverhealth.org/medical-services/heart-and-vascular/cardiology-heart-and-vascular-services/heart-and-vascular-center?utm_medium=local_listing&utm_source=network&utm_campaign=cardiology,4.8,521,ChIJ7V9B_qt4bIcRN3NowAsTMig,39.726894699999995,-104.99004509999999,2026-02-12T13:52:13.930882+00:00
Denver Health Downtown Urgent Care,hospitals,"1545 California St, Denver, CO 80202, USA",Denver,CO,80202,(303) 602-6500,https://www.denverhealth.org/services/emergency-medicine/urgent-care/downtown-urgent-care?utm_medium=local_listing&utm_source=network&utm_campaign=urgent_care_downtown,4.6,305,ChIJa6PQE5B5bIcRTjIlgxIBtrk,39.7446899,-104.9931737,2026-02-12T13:52:11.206461+00:00
Denver Health Emergency Department,hospitals,"777 Bannock St Pavilion A, Denver, CO 80204, USA",Denver,CO,80204,(303) 436-6000,https://www.denverhealth.org/services/emergency-medicine,2.5,201,ChIJGT5prih_bIcRNjkTD7v7lNc,39.728222699999996,-104.9910487,2026-02-12T13:52:08.118419+00:00
Denver Health Hospital Authority,hospitals,"777 Bannock St, Denver, CO 80204, USA",Denver,CO,80204,,https://www.denverhealth.org/,3.8,4,ChIJZW1vWtV_bIcRjcEdQYDdYxo,39.727632199999995,-104.9915836,2026-02-12T13:52:08.125997+00:00
Denver Health Medical Center Sgy,hospitals,"700 Delaware St, Denver, CO 80204, USA",Denver,CO,80204,(303) 602-2300,http://www.denverhealth.org/,4.5,4,ChIJi9fyDiZ_bIcRlcHRCQ_2v-M,39.7273198,-104.9921586,2026-02-12T13:52:08.096323+00:00
Denver Health Pavilion D Davis South,hospitals,"700 Delaware St, Denver, CO 80204, USA",Denver,CO,80204,(303) 436-6000,http://www.denverhealth.org/,2.5,2,ChIJia6WPaB_bIcRFaIHOE6t14M,39.7271577,-104.9922361,2026-02-12T13:52:11.176654+00:00
Denver Health Pavilion K,hospitals,"667 Bannock St, Denver, CO 80204, USA",Denver,CO,80204,(303) 436-6000,https://www.denverhealth.org/locations/denver/denver-health-main-campus,4.0,14,ChIJA5rnzol_bIcR4Z9hLGN1Jfo,39.727047,-104.990765,2026-02-12T13:52:13.831667+00:00
Denver Health: Lowry Family Health Center,hospitals,"1001 Yosemite St, Denver, CO 80230, USA",Denver,CO,80230,(303) 602-4545,https://www.denverhealth.org/locations/denver/lowry-family-health-center-1001-yosemite-st-denver-80230,3.3,108,ChIJRwHxKRl9bIcRLETEvVI6N3I,39.7304325,-104.8858717,2026-02-12T13:52:13.852198+00:00
Denver Regional Rehabilitation Hospital,hospitals,"8451 Pearl St #101, Thornton, CO 80229, USA",Thornton,CO,80229,(303) 301-8700,http://drrh.ernesthealth.com/,4.7,125,ChIJwz3Piqt3bIcR_Jl0F5NUt9k,39.8505202,-104.980991,2026-02-12T13:52:13.865247+00:00
Federico F. Peña Southwest Family Health Center,hospitals,"1339 S Federal Blvd, Denver, CO 80219, USA",Denver,CO,80219,(303) 602-0000,https://www.denverhealth.org/locations/denver/federico-f-pena-southwest-family-health-center-1339-s-federal-blvd-denver-80219,3.3,196,ChIJAz6FD4J_bIcRD8zEVG9hx9U,39.692473799999995,-105.0257503,2026-02-12T13:52:13.937209+00:00
"HCA HealthONE Belmar ER, A part of Swedish",hospitals,"260 S Wadsworth Blvd, Lakewood, CO 80226, USA",Lakewood,CO,80226,(720) 417-7200,https://www.healthonecares.com/locations/belmar-er?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,2.9,276,ChIJtXXdPCeBa4cRf67Rm8c9lC0,39.7123202,-105.081041,2026-02-12T13:52:13.799408+00:00
"HCA HealthONE Central Park ER, A part of Rose",hospitals,"4930 Wabash St, Denver, CO 80238, USA",Denver,CO,80238,(303) 577-1500,https://www.healthonecares.com/locations/central-park-er?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,3.7,66,ChIJyXu_KgF7bIcRpbqqecHmfF4,39.786069499999996,-104.88860539999999,2026-02-12T13:52:13.808978+00:00
HCA HealthONE Mountain Ridge,hospitals,"9191 Grant St, Thornton, CO 80229, USA",Thornton,CO,80229,(303) 451-7800,https://www.healthonecares.com/locations/mountain-ridge?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,4.0,2809,ChIJfRvurfh2bIcRBrz4IbPwkIE,39.8631925,-104.9849814,2026-02-12T13:52:08.103885+00:00
HCA HealthONE Presbyterian St. Luke's,hospitals,"1719 E 19th Ave, Denver, CO 80218, USA",Denver,CO,80218,(720) 754-6000,https://www.healthonecares.com/locations/presbyterian-st-lukes?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,4.5,2918,ChIJ7ed1oTZ5bIcRoXF9yFl5_ew,39.7467952,-104.9673352,2026-02-12T13:52:08.025784+00:00
HCA HealthONE Presbyterian St. Luke's Emergency Room,hospitals,"2001 High St, Denver, CO 80205, USA",Denver,CO,80205,(720) 754-4111,https://www.healthonecares.com/locations/presbyterian-st-lukes/specialties/emergency-care?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,4.3,143,ChIJaXWmiTZ5bIcRrbX8wMqbU3o,39.746698,-104.9653732,2026-02-12T13:52:11.056898+00:00
HCA HealthONE Rocky Mountain Children's at Presbyterian St. Luke's,hospitals,"2001 High St, Denver, CO 80205, USA",Denver,CO,80205,(720) 754-1000,https://www.healthonecares.com/locations/rocky-mountain-childrens?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,4.0,171,ChIJ7ed1oTZ5bIcRHO7KqHHvzpA,39.746698,-104.9653732,2026-02-12T13:52:08.072212+00:00
HCA HealthONE Rose,hospitals,"4567 E 9th Ave, Denver, CO 80220, USA",Denver,CO,80220,(303) 320-2121,https://www.healthonecares.com/locations/rose?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,4.6,5951,ChIJPxRTdxx8bIcRzHfZYCy_QE8,39.7319825,-104.93358099999999,2026-02-12T13:52:08.037092+00:00
HCA HealthONE Sky Ridge,hospitals,"10101 RidgeGate Pkwy, Lone Tree, CO 80124, USA",Lone Tree,CO,80124,(720) 225-1000,https://www.healthonecares.com/locations/sky-ridge?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,4.5,6985,ChIJ1_h6rj-FbIcRndw01pJUkaA,39.529123299999995,-104.87085220000002,2026-02-12T13:52:11.068477+00:00
"HCA HealthONE Southwest ER, A part of Swedish",hospitals,"6196 S Ammons Way, Littleton, CO 80123, USA",Littleton,CO,80123,(303) 932-6911,https://www.healthonecares.com/locations/southwest-er?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,3.2,340,ChIJO1ztUf1-a4cRsSTZ8VbmTs8,39.6029422,-105.0901753,2026-02-12T13:52:13.846069+00:00
HCA HealthONE Swedish,hospitals,"501 E Hampden Ave, Englewood, CO 80113, USA",Englewood,CO,80113,(303) 788-5000,https://www.healthonecares.com/locations/swedish?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing,4.3,5024,ChIJyd6eR4GAbIcRW9enFvXGiKQ,39.6538817,-104.980537,2026-02-12T13:52:08.056913+00:00
Hospital,hospitals,"160 N Ogden St, Denver, CO 80218, USA",Denver,CO,80218,(702) 336-2386,,4.2,5,ChIJU5fxSS55bIcRRPasO20zJ1o,39.7465848,-104.97060529999999,2026-02-12T13:52:08.139151+00:00
Intermountain Health Lutheran Hospital,hospitals,"12911 W 40th Ave, Wheat Ridge, CO 80401, USA",Wheat Ridge,CO,80401,(303) 425-4500,https://intermountainhealthcare.org/locations/intermountain-health-lutheran-hospital?utm_campaign=gmb&utm_medium=organic&utm_source=local,3.2,1030,ChIJOelLQ1eGa4cRw08NExkXYV4,39.771837399999995,-105.14546659999999,2026-02-12T13:52:08.132669+00:00
Intermountain Health Saint Joseph Hospital,hospitals,"1375 E 19th Ave, Denver, CO 80218, USA",Denver,CO,80218,(303) 812-2000,https://intermountainhealthcare.org/locations/intermountain-health-saint-joseph-hospital?utm_campaign=gmb&utm_medium=organic&utm_source=local,3.8,1097,ChIJ4W9dmDF5bIcRy_9o4C-lk1s,39.746693,-104.97124579999999,2026-02-12T13:52:07.988724+00:00
Intermountain Health Saint Joseph Hospital Emergency Services,hospitals,"1375 E 19th Ave E, Denver, CO 80218, USA",Denver,CO,80218,(303) 812-2000,https://intermountainhealthcare.org/locations/intermountain-health-saint-joseph-hospital/emergency,3.1,105,ChIJnaeAkzF5bIcRi8M4j20pjgc,39.746212299999996,-104.9723341,2026-02-12T13:52:08.145611+00:00
Kaiser Permanente Franklin Medical Center,hospitals,"2045 Franklin St, Denver, CO 80205, USA",Denver,CO,80205,,https://healthy.kaiserpermanente.org/colorado/facilities/franklin-medical-offices-100523,3.1,14,ChIJYfgIO-R5bIcREX_Rf5Yfwk4,39.7475157,-104.9700994,2026-02-12T13:52:13.839204+00:00
Kindred Hospital Denver,hospitals,"1920 High St, Denver, CO 80218, USA",Denver,CO,80218,(303) 320-5871,https://www.kindredhospitals.com/locations/colorado/denver,3.5,116,ChIJJ49ueDZ5bIcRgXs9dkSVf08,39.746395299999996,-104.9644783,2026-02-12T13:52:08.050333+00:00
"Marathon Health, Denver CO - 15th St",hospitals,"1783 15th St, Denver, CO 80202, USA",Denver,CO,80202,(303) 532-1536,http://clients.marathon.health/,4.7,12,ChIJ7Y194MN4bIcRoOT-IlTjjAI,39.7515302,-105.0026456,2026-02-12T13:52:11.220999+00:00
"Marathon Health, Denver CO - E 13th Ave",hospitals,"230 E 13th Ave, Denver, CO 80203, USA",Denver,CO,80203,(720) 573-7729,http://clients.marathon.health/,3.2,15,ChIJgw6MEtV-bIcRM9cNZRYk6Zs,39.7367235,-104.98405880000001,2026-02-12T13:52:13.824545+00:00
National Jewish Health,hospitals,"1400 Jackson St, Denver, CO 80206, USA",Denver,CO,80206,(303) 398-1355,https://www.nationaljewish.org/?utm_source=gmb&utm_medium=yext&utm_id=1&y_source=1_MTIyNzk2ODctNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,3.3,449,ChIJxzU71at-bIcRRc_T2m69lRs,39.739219999999996,-104.9423762,2026-02-12T13:52:11.075875+00:00
National Jewish Health Center for Outpatient Health,hospitals,"1400 Jackson St Suite 550, Denver, CO 80206, USA",Denver,CO,80206,(303) 552-2390,https://www.nationaljewish.org/patients-visitors/visiting-us/campus-building-maps,3.3,7,ChIJ5ZSprPh_bIcRjaqLjR8zspE,39.739568399999996,-104.94338060000001,2026-02-12T13:52:13.857806+00:00
